CountryName,CountryCode,CountUnit,Issue,Outcome,VALUE,logdate
Switzerland,CH,urls,serious_crime,complied,6,2014-10-11
Switzerland,CH,urls,serious_crime,pending,4,2014-10-11
Cyprus,CY,requests,political,need_more_info,0,2014-10-11
Cyprus,CY,requests,political,rejected,2,2014-10-11
Cyprus,CY,requests,political,complied,0,2014-10-11
Cyprus,CY,requests,political,pending,0,2014-10-11
Cyprus,CY,requests,private_personal_info,need_more_info,21,2014-10-11
Cyprus,CY,requests,private_personal_info,rejected,26,2014-10-11
Cyprus,CY,requests,private_personal_info,complied,36,2014-10-11
Cyprus,CY,requests,private_personal_info,pending,3,2014-10-11
Cyprus,CY,requests,cp,need_more_info,0,2014-10-11
Cyprus,CY,requests,cp,rejected,0,2014-10-11
Cyprus,CY,requests,cp,complied,0,2014-10-11
Cyprus,CY,requests,cp,pending,0,2014-10-11
Cyprus,CY,requests,public_figure,need_more_info,0,2014-10-11
Cyprus,CY,requests,public_figure,rejected,0,2014-10-11
Cyprus,CY,requests,public_figure,complied,0,2014-10-11
Cyprus,CY,requests,public_figure,pending,0,2014-10-11
Cyprus,CY,requests,serious_crime,need_more_info,0,2014-10-11
Cyprus,CY,requests,serious_crime,rejected,0,2014-10-11
Cyprus,CY,requests,serious_crime,complied,0,2014-10-11
Cyprus,CY,requests,serious_crime,pending,0,2014-10-11
Cyprus,CY,urls,political,need_more_info,0,2014-10-11
Cyprus,CY,urls,political,rejected,3,2014-10-11
Cyprus,CY,urls,political,complied,0,2014-10-11
Cyprus,CY,urls,political,pending,0,2014-10-11
Cyprus,CY,urls,private_personal_info,need_more_info,103,2014-10-11
Cyprus,CY,urls,private_personal_info,rejected,123,2014-10-11
Cyprus,CY,urls,private_personal_info,complied,125,2014-10-11
Cyprus,CY,urls,private_personal_info,pending,3,2014-10-11
Cyprus,CY,urls,cp,need_more_info,0,2014-10-11
Cyprus,CY,urls,cp,rejected,0,2014-10-11
Cyprus,CY,urls,cp,complied,0,2014-10-11
Cyprus,CY,urls,cp,pending,0,2014-10-11
Cyprus,CY,urls,public_figure,need_more_info,0,2014-10-11
Cyprus,CY,urls,public_figure,rejected,0,2014-10-11
Cyprus,CY,urls,public_figure,complied,0,2014-10-11
Cyprus,CY,urls,public_figure,pending,0,2014-10-11
Cyprus,CY,urls,serious_crime,need_more_info,0,2014-10-11
Cyprus,CY,urls,serious_crime,rejected,0,2014-10-11
Cyprus,CY,urls,serious_crime,complied,0,2014-10-11
Cyprus,CY,urls,serious_crime,pending,0,2014-10-11
Czech Republic,CZ,requests,political,need_more_info,0,2014-10-11
Czech Republic,CZ,requests,political,rejected,3,2014-10-11
Czech Republic,CZ,requests,political,complied,5,2014-10-11
Czech Republic,CZ,requests,political,pending,0,2014-10-11
Czech Republic,CZ,requests,private_personal_info,need_more_info,149,2014-10-11
Czech Republic,CZ,requests,private_personal_info,rejected,497,2014-10-11
Czech Republic,CZ,requests,private_personal_info,complied,591,2014-10-11
Czech Republic,CZ,requests,private_personal_info,pending,55,2014-10-11
Czech Republic,CZ,requests,cp,need_more_info,0,2014-10-11
Czech Republic,CZ,requests,cp,rejected,1,2014-10-11
Czech Republic,CZ,requests,cp,complied,0,2014-10-11
Czech Republic,CZ,requests,cp,pending,0,2014-10-11
Czech Republic,CZ,requests,public_figure,need_more_info,3,2014-10-11
Czech Republic,CZ,requests,public_figure,rejected,9,2014-10-11
Czech Republic,CZ,requests,public_figure,complied,4,2014-10-11
Czech Republic,CZ,requests,public_figure,pending,0,2014-10-11
Czech Republic,CZ,requests,serious_crime,need_more_info,0,2014-10-11
Czech Republic,CZ,requests,serious_crime,rejected,1,2014-10-11
Czech Republic,CZ,requests,serious_crime,complied,1,2014-10-11
Czech Republic,CZ,requests,serious_crime,pending,0,2014-10-11
Czech Republic,CZ,urls,political,need_more_info,1,2014-10-11
Czech Republic,CZ,urls,political,rejected,39,2014-10-11
Czech Republic,CZ,urls,political,complied,12,2014-10-11
Czech Republic,CZ,urls,political,pending,0,2014-10-11
Czech Republic,CZ,urls,private_personal_info,need_more_info,548,2014-10-11
Czech Republic,CZ,urls,private_personal_info,rejected,3071,2014-10-11
Czech Republic,CZ,urls,private_personal_info,complied,1634,2014-10-11
Czech Republic,CZ,urls,private_personal_info,pending,249,2014-10-11
Czech Republic,CZ,urls,cp,need_more_info,0,2014-10-11
Czech Republic,CZ,urls,cp,rejected,10,2014-10-11
Czech Republic,CZ,urls,cp,complied,0,2014-10-11
Czech Republic,CZ,urls,cp,pending,0,2014-10-11
Czech Republic,CZ,urls,public_figure,need_more_info,8,2014-10-11
Czech Republic,CZ,urls,public_figure,rejected,145,2014-10-11
Czech Republic,CZ,urls,public_figure,complied,9,2014-10-11
Czech Republic,CZ,urls,public_figure,pending,0,2014-10-11
Czech Republic,CZ,urls,serious_crime,need_more_info,0,2014-10-11
Czech Republic,CZ,urls,serious_crime,rejected,4,2014-10-11
Czech Republic,CZ,urls,serious_crime,complied,1,2014-10-11
Czech Republic,CZ,urls,serious_crime,pending,0,2014-10-11
Germany,DE,requests,political,need_more_info,11,2014-10-11
Germany,DE,requests,political,rejected,114,2014-10-11
Germany,DE,requests,political,complied,79,2014-10-11
Germany,DE,requests,political,pending,13,2014-10-11
Germany,DE,requests,private_personal_info,need_more_info,2082,2014-10-11
Germany,DE,requests,private_personal_info,rejected,6416,2014-10-11
Germany,DE,requests,private_personal_info,complied,12000,2014-10-11
Germany,DE,requests,private_personal_info,pending,855,2014-10-11
Germany,DE,requests,cp,need_more_info,12,2014-10-11
Germany,DE,requests,cp,rejected,37,2014-10-11
Germany,DE,requests,cp,complied,26,2014-10-11
Germany,DE,requests,cp,pending,3,2014-10-11
Germany,DE,requests,public_figure,need_more_info,13,2014-10-11
Germany,DE,requests,public_figure,rejected,198,2014-10-11
Germany,DE,requests,public_figure,complied,69,2014-10-11
Germany,DE,requests,public_figure,pending,10,2014-10-11
Germany,DE,requests,serious_crime,need_more_info,18,2014-10-11
Germany,DE,requests,serious_crime,rejected,62,2014-10-11
Germany,DE,requests,serious_crime,complied,31,2014-10-11
Germany,DE,requests,serious_crime,pending,7,2014-10-11
Germany,DE,urls,political,need_more_info,40,2014-10-11
Germany,DE,urls,political,rejected,725,2014-10-11
Germany,DE,urls,political,complied,240,2014-10-11
Germany,DE,urls,political,pending,36,2014-10-11
Germany,DE,urls,private_personal_info,need_more_info,8361,2014-10-11
Germany,DE,urls,private_personal_info,rejected,32450,2014-10-11
Germany,DE,urls,private_personal_info,complied,38825,2014-10-11
Germany,DE,urls,private_personal_info,pending,4038,2014-10-11
Germany,DE,urls,cp,need_more_info,37,2014-10-11
Germany,DE,urls,cp,rejected,204,2014-10-11
Germany,DE,urls,cp,complied,131,2014-10-11
Germany,DE,urls,cp,pending,13,2014-10-11
Germany,DE,urls,public_figure,need_more_info,99,2014-10-11
Germany,DE,urls,public_figure,rejected,1497,2014-10-11
Germany,DE,urls,public_figure,complied,372,2014-10-11
Germany,DE,urls,public_figure,pending,66,2014-10-11
Germany,DE,urls,serious_crime,need_more_info,48,2014-10-11
Germany,DE,urls,serious_crime,rejected,459,2014-10-11
Germany,DE,urls,serious_crime,complied,106,2014-10-11
Germany,DE,urls,serious_crime,pending,28,2014-10-11
Denmark,DK,requests,political,need_more_info,1,2014-10-11
Denmark,DK,requests,political,rejected,8,2014-10-11
Denmark,DK,requests,political,complied,1,2014-10-11
Denmark,DK,requests,political,pending,0,2014-10-11
Denmark,DK,requests,private_personal_info,need_more_info,143,2014-10-11
Denmark,DK,requests,private_personal_info,rejected,396,2014-10-11
Denmark,DK,requests,private_personal_info,complied,544,2014-10-11
Denmark,DK,requests,private_personal_info,pending,73,2014-10-11
Denmark,DK,requests,cp,need_more_info,1,2014-10-11
Denmark,DK,requests,cp,rejected,6,2014-10-11
Denmark,DK,requests,cp,complied,4,2014-10-11
Denmark,DK,requests,cp,pending,0,2014-10-11
Denmark,DK,requests,public_figure,need_more_info,0,2014-10-11
Denmark,DK,requests,public_figure,rejected,2,2014-10-11
Denmark,DK,requests,public_figure,complied,0,2014-10-11
Denmark,DK,requests,public_figure,pending,0,2014-10-11
Denmark,DK,requests,serious_crime,need_more_info,2,2014-10-11
Denmark,DK,requests,serious_crime,rejected,12,2014-10-11
Denmark,DK,requests,serious_crime,complied,2,2014-10-11
Denmark,DK,requests,serious_crime,pending,3,2014-10-11
Denmark,DK,urls,political,need_more_info,1,2014-10-11
Denmark,DK,urls,political,rejected,44,2014-10-11
Denmark,DK,urls,political,complied,3,2014-10-11
Denmark,DK,urls,political,pending,0,2014-10-11
Denmark,DK,urls,private_personal_info,need_more_info,476,2014-10-11
Denmark,DK,urls,private_personal_info,rejected,1830,2014-10-11
Denmark,DK,urls,private_personal_info,complied,1566,2014-10-11
Denmark,DK,urls,private_personal_info,pending,285,2014-10-11
Denmark,DK,urls,cp,need_more_info,3,2014-10-11
Denmark,DK,urls,cp,rejected,99,2014-10-11
Denmark,DK,urls,cp,complied,6,2014-10-11
Denmark,DK,urls,cp,pending,0,2014-10-11
Denmark,DK,urls,public_figure,need_more_info,0,2014-10-11
Denmark,DK,urls,public_figure,rejected,9,2014-10-11
Denmark,DK,urls,public_figure,complied,0,2014-10-11
Denmark,DK,urls,public_figure,pending,0,2014-10-11
Denmark,DK,urls,serious_crime,need_more_info,3,2014-10-11
Denmark,DK,urls,serious_crime,rejected,40,2014-10-11
Denmark,DK,urls,serious_crime,complied,3,2014-10-11
Denmark,DK,urls,serious_crime,pending,7,2014-10-11
Estonia,EE,requests,political,need_more_info,2,2014-10-11
Estonia,EE,requests,political,rejected,20,2014-10-11
Estonia,EE,requests,political,complied,5,2014-10-11
Estonia,EE,requests,political,pending,0,2014-10-11
Estonia,EE,requests,private_personal_info,need_more_info,110,2014-10-11
Estonia,EE,requests,private_personal_info,rejected,268,2014-10-11
Estonia,EE,requests,private_personal_info,complied,406,2014-10-11
Estonia,EE,requests,private_personal_info,pending,27,2014-10-11
Estonia,EE,requests,cp,need_more_info,0,2014-10-11
Estonia,EE,requests,cp,rejected,1,2014-10-11
Estonia,EE,requests,cp,complied,0,2014-10-11
Estonia,EE,requests,cp,pending,0,2014-10-11
Estonia,EE,requests,public_figure,need_more_info,0,2014-10-11
Estonia,EE,requests,public_figure,rejected,4,2014-10-11
Estonia,EE,requests,public_figure,complied,1,2014-10-11
Estonia,EE,requests,public_figure,pending,0,2014-10-11
Estonia,EE,requests,serious_crime,need_more_info,4,2014-10-11
Estonia,EE,requests,serious_crime,rejected,22,2014-10-11
Estonia,EE,requests,serious_crime,complied,1,2014-10-11
Estonia,EE,requests,serious_crime,pending,2,2014-10-11
Estonia,EE,urls,political,need_more_info,5,2014-10-11
Estonia,EE,urls,political,rejected,74,2014-10-11
Estonia,EE,urls,political,complied,15,2014-10-11
Estonia,EE,urls,political,pending,0,2014-10-11
Estonia,EE,urls,private_personal_info,need_more_info,422,2014-10-11
Estonia,EE,urls,private_personal_info,rejected,1380,2014-10-11
Estonia,EE,urls,private_personal_info,complied,1240,2014-10-11
Estonia,EE,urls,private_personal_info,pending,92,2014-10-11
Estonia,EE,urls,cp,need_more_info,0,2014-10-11
Estonia,EE,urls,cp,rejected,1,2014-10-11
Estonia,EE,urls,cp,complied,0,2014-10-11
Estonia,EE,urls,cp,pending,0,2014-10-11
Estonia,EE,urls,public_figure,need_more_info,0,2014-10-11
Estonia,EE,urls,public_figure,rejected,82,2014-10-11
Estonia,EE,urls,public_figure,complied,1,2014-10-11
Estonia,EE,urls,public_figure,pending,0,2014-10-11
Estonia,EE,urls,serious_crime,need_more_info,5,2014-10-11
Estonia,EE,urls,serious_crime,rejected,104,2014-10-11
Estonia,EE,urls,serious_crime,complied,3,2014-10-11
Estonia,EE,urls,serious_crime,pending,3,2014-10-11
Spain,ES,requests,political,need_more_info,16,2014-10-11
Spain,ES,requests,political,rejected,281,2014-10-11
Spain,ES,requests,political,complied,79,2014-10-11
Spain,ES,requests,political,pending,4,2014-10-11
Spain,ES,requests,private_personal_info,need_more_info,1480,2014-10-11
Spain,ES,requests,private_personal_info,rejected,4527,2014-10-11
Spain,ES,requests,private_personal_info,complied,4935,2014-10-11
Spain,ES,requests,private_personal_info,pending,373,2014-10-11
Spain,ES,requests,cp,need_more_info,2,2014-10-11
Spain,ES,requests,cp,rejected,16,2014-10-11
Spain,ES,requests,cp,complied,5,2014-10-11
Spain,ES,requests,cp,pending,0,2014-10-11
Spain,ES,requests,public_figure,need_more_info,6,2014-10-11
Spain,ES,requests,public_figure,rejected,42,2014-10-11
Spain,ES,requests,public_figure,complied,20,2014-10-11
Spain,ES,requests,public_figure,pending,1,2014-10-11
Spain,ES,requests,serious_crime,need_more_info,11,2014-10-11
Spain,ES,requests,serious_crime,rejected,62,2014-10-11
Spain,ES,requests,serious_crime,complied,22,2014-10-11
Spain,ES,requests,serious_crime,pending,7,2014-10-11
Spain,ES,urls,political,need_more_info,42,2014-10-11
Spain,ES,urls,political,rejected,1129,2014-10-11
Spain,ES,urls,political,complied,167,2014-10-11
Spain,ES,urls,political,pending,11,2014-10-11
Spain,ES,urls,private_personal_info,need_more_info,4700,2014-10-11
Spain,ES,urls,private_personal_info,rejected,21981,2014-10-11
Spain,ES,urls,private_personal_info,complied,11970,2014-10-11
Spain,ES,urls,private_personal_info,pending,1362,2014-10-11
Spain,ES,urls,cp,need_more_info,4,2014-10-11
Spain,ES,urls,cp,rejected,54,2014-10-11
Spain,ES,urls,cp,complied,6,2014-10-11
Spain,ES,urls,cp,pending,0,2014-10-11
Spain,ES,urls,public_figure,need_more_info,11,2014-10-11
Spain,ES,urls,public_figure,rejected,368,2014-10-11
Spain,ES,urls,public_figure,complied,65,2014-10-11
Spain,ES,urls,public_figure,pending,3,2014-10-11
Spain,ES,urls,serious_crime,need_more_info,42,2014-10-11
Spain,ES,urls,serious_crime,rejected,307,2014-10-11
Spain,ES,urls,serious_crime,complied,48,2014-10-11
Spain,ES,urls,serious_crime,pending,27,2014-10-11
Finland,FI,requests,political,need_more_info,1,2014-10-11
Finland,FI,requests,political,rejected,18,2014-10-11
Finland,FI,requests,political,complied,2,2014-10-11
Finland,FI,requests,political,pending,2,2014-10-11
Finland,FI,requests,private_personal_info,need_more_info,149,2014-10-11
Finland,FI,requests,private_personal_info,rejected,483,2014-10-11
Finland,FI,requests,private_personal_info,complied,863,2014-10-11
Finland,FI,requests,private_personal_info,pending,53,2014-10-11
Finland,FI,requests,cp,need_more_info,2,2014-10-11
Finland,FI,requests,cp,rejected,18,2014-10-11
Finland,FI,requests,cp,complied,6,2014-10-11
Finland,FI,requests,cp,pending,2,2014-10-11
Finland,FI,requests,public_figure,need_more_info,1,2014-10-11
Finland,FI,requests,public_figure,rejected,16,2014-10-11
Finland,FI,requests,public_figure,complied,3,2014-10-11
Finland,FI,requests,public_figure,pending,4,2014-10-11
Finland,FI,requests,serious_crime,need_more_info,2,2014-10-11
Finland,FI,requests,serious_crime,rejected,28,2014-10-11
Finland,FI,requests,serious_crime,complied,1,2014-10-11
Finland,FI,requests,serious_crime,pending,1,2014-10-11
Finland,FI,urls,political,need_more_info,5,2014-10-11
Finland,FI,urls,political,rejected,123,2014-10-11
Finland,FI,urls,political,complied,6,2014-10-11
Finland,FI,urls,political,pending,6,2014-10-11
Finland,FI,urls,private_personal_info,need_more_info,467,2014-10-11
Finland,FI,urls,private_personal_info,rejected,2413,2014-10-11
Finland,FI,urls,private_personal_info,complied,2703,2014-10-11
Finland,FI,urls,private_personal_info,pending,212,2014-10-11
Finland,FI,urls,cp,need_more_info,4,2014-10-11
Finland,FI,urls,cp,rejected,98,2014-10-11
Finland,FI,urls,cp,complied,16,2014-10-11
Finland,FI,urls,cp,pending,5,2014-10-11
Finland,FI,urls,public_figure,need_more_info,3,2014-10-11
Finland,FI,urls,public_figure,rejected,147,2014-10-11
Finland,FI,urls,public_figure,complied,9,2014-10-11
Finland,FI,urls,public_figure,pending,24,2014-10-11
Finland,FI,urls,serious_crime,need_more_info,3,2014-10-11
Finland,FI,urls,serious_crime,rejected,111,2014-10-11
Finland,FI,urls,serious_crime,complied,2,2014-10-11
Finland,FI,urls,serious_crime,pending,1,2014-10-11
France,FR,requests,political,need_more_info,11,2014-10-11
France,FR,requests,political,rejected,117,2014-10-11
France,FR,requests,political,complied,54,2014-10-11
France,FR,requests,political,pending,4,2014-10-11
France,FR,requests,private_personal_info,need_more_info,3237,2014-10-11
France,FR,requests,private_personal_info,rejected,6776,2014-10-11
France,FR,requests,private_personal_info,complied,13857,2014-10-11
France,FR,requests,private_personal_info,pending,737,2014-10-11
France,FR,requests,cp,need_more_info,7,2014-10-11
France,FR,requests,cp,rejected,46,2014-10-11
France,FR,requests,cp,complied,12,2014-10-11
France,FR,requests,cp,pending,2,2014-10-11
France,FR,requests,public_figure,need_more_info,12,2014-10-11
France,FR,requests,public_figure,rejected,106,2014-10-11
France,FR,requests,public_figure,complied,29,2014-10-11
France,FR,requests,public_figure,pending,3,2014-10-11
France,FR,requests,serious_crime,need_more_info,16,2014-10-11
France,FR,requests,serious_crime,rejected,116,2014-10-11
France,FR,requests,serious_crime,complied,25,2014-10-11
France,FR,requests,serious_crime,pending,8,2014-10-11
France,FR,urls,political,need_more_info,47,2014-10-11
France,FR,urls,political,rejected,670,2014-10-11
France,FR,urls,political,complied,182,2014-10-11
France,FR,urls,political,pending,28,2014-10-11
France,FR,urls,private_personal_info,need_more_info,12649,2014-10-11
France,FR,urls,private_personal_info,rejected,32225,2014-10-11
France,FR,urls,private_personal_info,complied,35804,2014-10-11
France,FR,urls,private_personal_info,pending,2613,2014-10-11
France,FR,urls,cp,need_more_info,16,2014-10-11
France,FR,urls,cp,rejected,284,2014-10-11
France,FR,urls,cp,complied,43,2014-10-11
France,FR,urls,cp,pending,5,2014-10-11
France,FR,urls,public_figure,need_more_info,48,2014-10-11
France,FR,urls,public_figure,rejected,577,2014-10-11
France,FR,urls,public_figure,complied,77,2014-10-11
France,FR,urls,public_figure,pending,28,2014-10-11
France,FR,urls,serious_crime,need_more_info,32,2014-10-11
France,FR,urls,serious_crime,rejected,493,2014-10-11
France,FR,urls,serious_crime,complied,66,2014-10-11
France,FR,urls,serious_crime,pending,12,2014-10-11
United Kingdom,GB,requests,political,need_more_info,8,2014-10-11
United Kingdom,GB,requests,political,rejected,60,2014-10-11
United Kingdom,GB,requests,political,complied,14,2014-10-11
United Kingdom,GB,requests,political,pending,4,2014-10-11
United Kingdom,GB,requests,private_personal_info,need_more_info,2189,2014-10-11
